article_id,title,title_clean,framing_label,confidence,media_name,media_group,event_type,date
1dc6021b89cc,"이주열 ""12·16 부동산대책…가계부채 증가세 둔화 도움될 것""","이주열 ""12·16 부동산대책…가계부채 증가세 둔화 도움될 것""",optimistic,0.82472306,한국경제,경제지,가계부채,2019-12-18
06597814d466,집값 폭등·저성장 그늘·가계부채 눈덩이…유럽 ‘마이너스 기준금리’ 회의론 커진다,집값 폭등·저성장 그늘·가계부채 눈덩이…유럽 ‘마이너스 기준금리’ 회의론 커진다,alarmist,0.99634784,경향신문,진보,가계부채,2019-12-25
f52426e641e3,소득보다 더 빨리 불어난 가계부채…기업은 신용등급 하락 경고등,소득보다 더 빨리 불어난 가계부채…기업은 신용등급 하락 경고등,alarmist,0.9965209,중앙일보,보수,가계부채,2019-12-26
ef255e80ff24,빚더미에 눌린 베이비부머…'가계부채 뇌관'으로 급부상,빚더미에 눌린 베이비부머…'가계부채 뇌관'으로 급부상,alarmist,0.9972499,한국경제,경제지,가계부채,2019-12-26
d0056a2766bb,"한국금융연구원 “저금리 장기화, 주택가격 상승·가계부채 증가 위험”","한국금융연구원 “저금리 장기화, 주택가격 상승·가계부채 증가 위험”",alarmist,0.99716455,SBS Biz,경제지,가계부채,2020-01-06
3e16df622ab9,런던·파리 집값 최고 60%↑…가계부채까지 치솟아 '버블 경고등',런던·파리 집값 최고 60%↑…가계부채까지 치솟아 '버블 경고등',alarmist,0.99673814,한국경제,경제지,가계부채,2020-01-12
9b2e4339174b,"""가계부채 빨간불…韓 금융불균형 키워""","""가계부채 빨간불…韓 금융불균형 키워""",alarmist,0.9970101,한국경제,경제지,가계부채,2020-01-28
a0babc8ae5e2,미 가계부채 작년 710조원 늘어…증가폭 12년 만의 최대,미 가계부채 작년 710조원 늘어…증가폭 12년 만의 최대,alarmist,0.997115,연합뉴스,통신사/방송,가계부채,2020-02-12
f1a41697860e,가계빚 1600조원 시대 열렸다…부동산시장 과열 영향?,가계빚 1600조원 시대 열렸다…부동산시장 과열 영향?,alarmist,0.99703753,SBS Biz,경제지,가계부채,2020-02-25
51b92068338e,"가계 빚, 작년 1600조 넘어 ‘사상 최대’","가계 빚, 작년 1600조 넘어 ‘사상 최대’",alarmist,0.99702966,경향신문,진보,가계부채,2020-02-25
4d1faf49631f,가계빚 첫 1600조원…작년 4분기만 27조↑,가계빚 첫 1600조원…작년 4분기만 27조↑,alarmist,0.9937915,매일경제,경제지,가계부채,2020-02-25
296b5853b1f7,"작년말 가계빚 1천600조…4분기 27.6조 ↑, 2년만에 최대","작년말 가계빚 1천600조…4분기 27.6조 ↑, 2년만에 최대",alarmist,0.9969602,연합뉴스,통신사/방송,가계부채,2020-02-25
684bde3a3105,가계빚 작년말 1600조 넘어…증가세 다시 빨라져,가계빚 작년말 1600조 넘어…증가세 다시 빨라져,alarmist,0.99712723,한겨레,진보,가계부채,2020-02-25
e167b95fbc27,수도권 주택시장 과열이 이끈 가계빚 1600조원,수도권 주택시장 과열이 이끈 가계빚 1600조원,alarmist,0.9958978,한국경제,경제지,가계부채,2020-02-25
7b9a2f7dbc24,한은 기준금리 연 1.25% 동결…경제성장률 2.1%로 하향 조정,한은 기준금리 연 1.25% 동결…경제성장률 2.1%로 하향 조정,pessimistic,0.9956316,동아일보,보수,가계부채,2020-02-27
4010874c9a84,"한은, 기준금리 1.25% 동결…""코로나19 영향 점검""(종합2보)","한은, 기준금리 1.25% 동결…""코로나19 영향 점검""(종합2보)",neutral,0.9764004,연합뉴스,통신사/방송,가계부채,2020-02-27
ddcb842a3d55,"증권가 ""한은 금리인하 '선택' 아닌 '필수'…4월 유력""(종합)","증권가 ""한은 금리인하 '선택' 아닌 '필수'…4월 유력""(종합)",optimistic,0.9972308,연합뉴스,통신사/방송,가계부채,2020-02-27
237d56f86044,"증권가 ""한은 금리인하 '선택' 아닌 '필수'…4월 유력""(종합2보)","증권가 ""한은 금리인하 '선택' 아닌 '필수'…4월 유력""(종합2보)",optimistic,0.997338,연합뉴스,통신사/방송,가계부채,2020-02-27
f70a37a3f3e1,한은 '코로나19 충격 좀더 지켜보자'…'4월 인하론' 대세,한은 '코로나19 충격 좀더 지켜보자'…'4월 인하론' 대세,neutral,0.4952916,연합뉴스,통신사/방송,가계부채,2020-02-27
7a39a94ebec9,"신중한 한은, 코로나19에도 기준금리 '동결'…""더 지켜볼 듯""[상보]","신중한 한은, 코로나19에도 기준금리 '동결'…""더 지켜볼 듯""",defensive,0.9976562,한국경제,경제지,가계부채,2020-02-27
a5cdb33d6718,[속보] 한국은행 기준금리 1.25% 동결,한국은행 기준금리 1.25% 동결,neutral,0.9982198,한국경제TV,경제지,가계부채,2020-02-27
ac9879819c62,[전문] 한국은행 금통위 2월 통화정책방향 결정문,한국은행 금통위 2월 통화정책방향 결정문,neutral,0.9984372,한국경제TV,경제지,가계부채,2020-02-27
1ce77535cba9,한국은행 기준금리 동결...코로나19 지표 반영 아직,한국은행 기준금리 동결...코로나19 지표 반영 아직,neutral,0.9895948,한국경제TV,경제지,가계부채,2020-02-27
0f154db00736,‘눈덩이’ 가계부채 우려스럽다[내 생각은/김은경],‘눈덩이’ 가계부채 우려스럽다,alarmist,0.9969823,동아일보,보수,가계부채,2020-02-28
220b519d6a3a,금융위기땐 양적완화로 조기 진화···이번엔 '실물충격' 해결 더 어려워,금융위기땐 양적완화로 조기 진화···이번엔 '실물충격' 해결 더 어려워,alarmist,0.8144028,서울경제,경제지,가계부채,2020-03-01
d13a67d8c519,"""코로나 불황, 금융위기로 번질 수 있다""","""코로나 불황, 금융위기로 번질 수 있다""",alarmist,0.9965737,한국경제,경제지,가계부채,2020-03-01
42db721ee652,코로나도 못막는 집값...수도권 더 올랐다,코로나도 못막는 집값...수도권 더 올랐다,defensive,0.99796355,한국경제TV,경제지,가계부채,2020-03-02
3b4088730667,성장률 하락보다 더 큰 위기[동아 시론/김소영],성장률 하락보다 더 큰 위기,alarmist,0.9947819,동아일보,보수,가계부채,2020-03-03
8bd13ca03bfc,“추경만으로 부족”…실물경제 살리기 ‘추가 경기부양론’ 고개,“추경만으로 부족”…실물경제 살리기 ‘추가 경기부양론’ 고개,neutral,0.98185754,경향신문,진보,가계부채,2020-03-04
71f52e274c42,연준 선제적 긴급처방에 한은도 4월 금리 내릴 듯,연준 선제적 긴급처방에 한은도 4월 금리 내릴 듯,neutral,0.98511237,연합뉴스,통신사/방송,가계부채,2020-03-04
ee52aaeb6e30,연준 긴급처방에 한은 금리인하 전망 급부상…시기에 촉각(종합),연준 긴급처방에 한은 금리인하 전망 급부상…시기에 촉각(종합),neutral,0.95857567,연합뉴스,통신사/방송,가계부채,2020-03-04
90c099c5ccf3,[사설] 한국은 파격 금리 인하한 미국과 경제 환경이 다르다,한국은 파격 금리 인하한 미국과 경제 환경이 다르다,neutral,0.90303624,한국경제,경제지,가계부채,2020-03-05
85b6be6e50fa,당국은 가계부채 선제관리 돌입,당국은 가계부채 선제관리 돌입,neutral,0.99784386,서울경제,경제지,가계부채,2020-03-15
ccd5dee435bb,"""GDP 대비 가계부채, 코로나 여파로 올해 최악 전망""","""GDP 대비 가계부채, 코로나 여파로 올해 최악 전망""",alarmist,0.9957294,연합뉴스,통신사/방송,가계부채,2020-03-29
e9de2ce0486f,"IMF ""한국, 금융위기급 충격 버틸 것…가계부채는 주의""","IMF ""한국, 금융위기급 충격 버틸 것…가계부채는 주의""",alarmist,0.96196127,한국경제TV,경제지,가계부채,2020-04-20
badd8f79c3f6,가계빚 증가속도 둔화됐지만…확산되는 부채 디플레이션 우려,가계빚 증가속도 둔화됐지만…확산되는 부채 디플레이션 우려,pessimistic,0.8095174,한국경제,경제지,가계부채,2020-05-20
e2a3ad9014fc,1분기 가계부채 1611조 ‘역대 최대’,1분기 가계부채 1611조 ‘역대 최대’,alarmist,0.99726737,동아일보,보수,가계부채,2020-05-21
bda04045070a,"코로나19에 中 가계 부채 급증…선전시, 개인파산제도 도입","코로나19에 中 가계 부채 급증…선전시, 개인파산제도 도입",alarmist,0.9896656,한국경제,경제지,가계부채,2020-06-05
5d3e55e798f2,지난해 가계부채비율 190% 돌파…코로나發 급증 우려,지난해 가계부채비율 190% 돌파…코로나發 급증 우려,alarmist,0.9973955,SBS Biz,경제지,가계부채,2020-06-10
804a5de068a8,벌이는 줄었는데 빚은 늘었다…작년 가계부채비율 190% 돌파,벌이는 줄었는데 빚은 늘었다…작년 가계부채비율 190% 돌파,alarmist,0.98959106,한국경제,경제지,가계부채,2020-06-10
46431dfd3f7f,"은성수 “가계부채, 2~3년 목표 만드는 새 관리방안 검토”","은성수 “가계부채, 2~3년 목표 만드는 새 관리방안 검토”",neutral,0.998357,서울경제,경제지,가계부채,2020-06-11
e9e9af33539d,"은성수 ""가계부채 관리, 연도별 목표구간 설정하는 방안 검토""","은성수 ""가계부채 관리, 연도별 목표구간 설정하는 방안 검토""",neutral,0.9983693,한국경제TV,경제지,가계부채,2020-06-11
c18e894fb02c,"국제결제은행 “한국, 가계부채 상승폭 세계 1위”","국제결제은행 “한국, 가계부채 상승폭 세계 1위”",comparative,0.99862766,경향신문,진보,가계부채,2020-06-21
4076cee98122,"강병원 ""박근혜 때 폭증한 가계부채, 문재인 정부가 바로잡아""","강병원 ""박근혜 때 폭증한 가계부채, 문재인 정부가 바로잡아""",alarmist,0.7522513,한국경제,경제지,가계부채,2020-06-22
3162e3544fba,"국가·기업·가계부채 '4,539조'···빚 굴레에 짓눌린 대한민국","국가·기업·가계부채 '4,539조'···빚 굴레에 짓눌린 대한민국",alarmist,0.99746764,서울경제,경제지,가계부채,2020-07-08
752bdfb5f3a9,"""'패닉바잉'으로 빚 급증···부동산 잡아야 가계부채 잡힌다""","""'패닉바잉'으로 빚 급증···부동산 잡아야 가계부채 잡힌다""",alarmist,0.9973105,서울경제,경제지,가계부채,2020-07-12
21776d54078a,[그래픽] GDP대비 가계 부채 비율,GDP대비 가계 부채 비율,neutral,0.99350303,연합뉴스,통신사/방송,가계부채,2020-07-20
d921a362d5a1,"은성수 ""임대차 3법 때문에 가계부채 급증 없을 것""","은성수 ""임대차 3법 때문에 가계부채 급증 없을 것""",defensive,0.9979284,한국경제,경제지,가계부채,2020-07-29
c6cfbabfd126,"은성수 금융위원장 ""가계부채, 코로나로 불가피하게 확대…실물 충격 최소화 노력""","은성수 금융위원장 ""가계부채, 코로나로 불가피하게 확대…실물 충격 최소화 노력""",defensive,0.99013597,한국경제TV,경제지,가계부채,2020-07-29
0a32325a576b,"""한국 금융위기 또 올 수도…가계·기업 부채가 방아쇠""","""한국 금융위기 또 올 수도…가계·기업 부채가 방아쇠""",alarmist,0.9966342,한국경제,경제지,가계부채,2020-07-30
7409ed909f59,"금통위 ""가계부채 우려…전세보증금 상환 문제 불거질 것""","금통위 ""가계부채 우려…전세보증금 상환 문제 불거질 것""",alarmist,0.9972498,한국경제,경제지,가계부채,2020-08-04
a5258ec3aae8,"지난해 가계 순처분가능소득 1.9%↑, 통계작성 이래 최저","지난해 가계 순처분가능소득 1.9%↑, 통계작성 이래 최저",pessimistic,0.9283827,매일경제,경제지,가계부채,2020-08-10
214a3c344fc5,주식 사려고 빚 내는 개미 … 중국 가계부채 치솟아,주식 사려고 빚 내는 개미 … 중국 가계부채 치솟아,alarmist,0.99681014,한국경제,경제지,가계부채,2020-08-14
339b02e0277c,주담대보다 금리 낮은 신용대출…가계부채 증가 새 뇌관되나,주담대보다 금리 낮은 신용대출…가계부채 증가 새 뇌관되나,alarmist,0.9969632,중앙일보,보수,가계부채,2020-08-17
a0fd69c62ec0,2분기 말 가계빚 1637조3000억원 ’사상최대`,2분기 말 가계빚 1637조3000억원 ’사상최대`,alarmist,0.99751127,매일경제,경제지,가계부채,2020-08-19
9719b01a7f90,신용대출도 받기 어려워지나...손병두 “규정위반 철저점검”,신용대출도 받기 어려워지나...손병두 “규정위반 철저점검”,pessimistic,0.98284537,서울경제,경제지,가계부채,2020-08-19
237084df89ff,역대급 가계빚에...은행 주담대 '속도조절',역대급 가계빚에...은행 주담대 '속도조절',alarmist,0.99735534,서울경제,경제지,가계부채,2020-08-19
45b2698ef5f2,"금융위 부위원장 ""금융사, 주식·주택매매 신용대출 관리 필요""","금융위 부위원장 ""금융사, 주식·주택매매 신용대출 관리 필요""",neutral,0.9982823,연합뉴스,통신사/방송,가계부채,2020-08-19
1871c7753ef6,집장만·빚투에…가계부채 10분기만에 최대폭 증가,집장만·빚투에…가계부채 10분기만에 최대폭 증가,alarmist,0.9975574,한겨레,진보,가계부채,2020-08-19
c9eeb2d8f8e9,주담대 막았더니 주식 '빚투' 열풍…가계빚 사상 최대 [종합],주담대 막았더니 주식 '빚투' 열풍…가계빚 사상 최대,alarmist,0.9971028,한국경제,경제지,가계부채,2020-08-19
8f239b742471,실탄 끌어모으는 '동학개미' 여파…가계빚 1637조원 '사상최대',실탄 끌어모으는 '동학개미' 여파…가계빚 1637조원 '사상최대',alarmist,0.99718624,한국경제,경제지,가계부채,2020-08-19
86129bffec11,"""신용대출 늘어난다"" 지적에…금융위, 은행에 '구두 경고'","""신용대출 늘어난다"" 지적에…금융위, 은행에 '구두 경고'",neutral,0.98938644,한국경제,경제지,가계부채,2020-08-19
edff3b0153c3,"손병두 ""금융회사, 신용대출 각별한 관리 필요""","손병두 ""금융회사, 신용대출 각별한 관리 필요""",neutral,0.99738806,한국경제TV,경제지,가계부채,2020-08-19
daa96e58f71f,“곧 신용대출 건드리니 최대로 받아놔라” ‘성지글’된 은행원 예언,“곧 신용대출 건드리니 최대로 받아놔라” ‘성지글’된 은행원 예언,alarmist,0.57665646,서울경제,경제지,가계부채,2020-08-20
ae4a43a145a2,‘영끌 더 옥죄나’ 홍남기 “2금융권 DSR 보완 ”...‘서민만 피해볼 것’ 비판도,‘영끌 더 옥죄나’ 홍남기 “2금융권 DSR 보완 ”...‘서민만 피해볼 것’ 비판도,pessimistic,0.99080443,서울경제,경제지,가계부채,2020-08-20
944f1927d309,"이주열 총재 “코로나 재확산으로 국내경제 회복 약화···성장률 전망, 상당폭 낮춰야”","이주열 총재 “코로나 재확산으로 국내경제 회복 약화···성장률 전망, 상당폭 낮춰야”",pessimistic,0.9978884,경향신문,진보,가계부채,2020-08-24
9b962dc3851a,"이주열 한은 총재 ""코로나 재확산에 경제 회복세 약화 전망""","이주열 한은 총재 ""코로나 재확산에 경제 회복세 약화 전망""",pessimistic,0.9964259,연합뉴스,통신사/방송,가계부채,2020-08-24
64ac5badea1e,"이주열 한은 총재 ""성장률 -1% 아래도 배제하지 않아""(종합)","이주열 한은 총재 ""성장률 -1% 아래도 배제하지 않아""(종합)",pessimistic,0.8154845,연합뉴스,통신사/방송,가계부채,2020-08-24
f7834487dae2,"韓銀 총재 ""코로나 재확산으로 경제 회복세 약화, 불확실성 커져""","韓銀 총재 ""코로나 재확산으로 경제 회복세 약화, 불확실성 커져""",pessimistic,0.99641246,조선일보,보수,가계부채,2020-08-24
dd94d215b467,"한은 총재, 코로나 재확산에 ""경제불확실성 높아졌다""","한은 총재, 코로나 재확산에 ""경제불확실성 높아졌다""",pessimistic,0.9977077,중앙일보,보수,가계부채,2020-08-24
c387b185f5e9,"이주열 총재 ""올 성장률 전망치 -0.2%에서 큰폭 낮춰야""","이주열 총재 ""올 성장률 전망치 -0.2%에서 큰폭 낮춰야""",pessimistic,0.9974106,한국경제,경제지,가계부채,2020-08-24
35f5fc3cc204,文정부 들어 주담대 30조 늘 때 전세·신용대출 120조↑,文정부 들어 주담대 30조 늘 때 전세·신용대출 120조↑,comparative,0.99199367,서울경제,경제지,가계부채,2020-08-25
44a87b80d805,"""가계 대출 증가 원인은 전세대출과 신용 대출""","""가계 대출 증가 원인은 전세대출과 신용 대출""",alarmist,0.9661419,서울경제,경제지,가계부채,2020-08-25
36e59e076939,공급대책 발표에도 집값 상승 전망 '꿋꿋'…8월 소비심리 결과,공급대책 발표에도 집값 상승 전망 '꿋꿋'…8월 소비심리 결과,defensive,0.9968635,연합뉴스,통신사/방송,가계부채,2020-08-25
b3da1d9a6725,"[종합] 한은, 기준금리 2개월 연속 동결…연 0.50%","한은, 기준금리 2개월 연속 동결…연 0.50%",neutral,0.9982249,매일경제,경제지,가계부채,2020-08-27
2abb3935a377,주담대 막히자…전세·신용 등 ‘우회대출’ 작년보다 30조 늘어,주담대 막히자…전세·신용 등 ‘우회대출’ 작년보다 30조 늘어,pessimistic,0.9776594,한겨레,진보,가계부채,2020-08-31
fc562205b3ab,[경제직필]코로나 경제위기와 정책과제,코로나 경제위기와 정책과제,alarmist,0.8471486,경향신문,진보,가계부채,2020-09-02
295cf1734046,"시장분위기로? NO…부동산 투자, 이젠 빅데이터로","시장분위기로? NO…부동산 투자, 이젠 빅데이터로",neutral,0.9965773,매일경제,경제지,가계부채,2020-09-02
6342958f74a3,초저금리에 영끌·빚투 열풍...신용대출 한달새 4조원 급증,초저금리에 영끌·빚투 열풍...신용대출 한달새 4조원 급증,alarmist,0.99666166,서울경제,경제지,가계부채,2020-09-02
9e66b193da7f,"이재명 또 홍남기 압박 ""어려울 때 쓰란게 저축, 전국민 주자""","이재명 또 홍남기 압박 ""어려울 때 쓰란게 저축, 전국민 주자""",neutral,0.98604333,중앙일보,보수,가계부채,2020-09-02
fb3d38a6b526,"이재명 “'국채 1천조' 호들갑 떨 일 아냐…국가부채비율 안정적 수준""","이재명 “'국채 1천조' 호들갑 떨 일 아냐…국가부채비율 안정적 수준""",defensive,0.9975418,중앙일보,보수,가계부채,2020-09-02
954feb103b7a,"이재명 ""과감한 확장재정정책 추진해야···국가부채비율은 안정적 수준""","이재명 ""과감한 확장재정정책 추진해야···국가부채비율은 안정적 수준""",defensive,0.5924061,서울경제,경제지,가계부채,2020-09-03
f29c02debcc7,엄포 아닌 ‘세금 폭격’이 답이다,엄포 아닌 ‘세금 폭격’이 답이다,neutral,0.94943535,한겨레,진보,가계부채,2020-09-03
f1d919bb5ffb,"한국, 재정 건전성 선진국 가운데 ‘최고’","한국, 재정 건전성 선진국 가운데 ‘최고’",comparative,0.99875,한겨레,진보,가계부채,2020-09-03
9df1810623ac,"이재명 ""1인당 10만원씩이라도""…홍남기에 절충안 제시(종합)","이재명 ""1인당 10만원씩이라도""…홍남기에 절충안 제시(종합)",neutral,0.99774086,연합뉴스,통신사/방송,가계부채,2020-09-04
81990226ad34,"이재명 ""안철수, 본인이 '패륜'…초심으로 돌아가달라""","이재명 ""안철수, 본인이 '패륜'…초심으로 돌아가달라""",neutral,0.9912916,한국경제,경제지,가계부채,2020-09-04
7c7032636632,"리치톡톡 김기원 ""내년을 기점으로 서울은 지고, 일부 지방은 뜬다""","리치톡톡 김기원 ""내년을 기점으로 서울은 지고, 일부 지방은 뜬다""",comparative,0.9634335,매일경제,경제지,가계부채,2020-09-05
df737dd32a6b,"이재명 “경제는 과학 아닌 정치, 현금 부자들이 국채 발행 반대”","이재명 “경제는 과학 아닌 정치, 현금 부자들이 국채 발행 반대”",neutral,0.9862992,조선일보,보수,가계부채,2020-09-05
e1c04131883c,[숫자로 읽는 세상] 한국 GDP대비 가계부채 비율 100.6%…주요국 중 사실상 1위,한국 GDP대비 가계부채 비율 100.6%…주요국 중 사실상 1위,comparative,0.9987675,한국경제,경제지,가계부채,2020-11-30
c432a183cba7,대출규제가 `영끌` 부채질…가계 신용대출 한달새 7.6조 폭증,대출규제가 `영끌` 부채질…가계 신용대출 한달새 7.6조 폭증,alarmist,0.99760604,매일경제,경제지,가계부채,2020-12-09
4b9c20e1416f,"[단독] 한국 가계부채 증가속도, 금융위기때보다 더 빨라","한국 가계부채 증가속도, 금융위기때보다 더 빨라",alarmist,0.99419594,매일경제,경제지,가계부채,2020-12-09
5f1751f204a1,"은성수 “가계부채 폭증, 2~3년 긴 호흡으로 봐달라”","은성수 “가계부채 폭증, 2~3년 긴 호흡으로 봐달라”",neutral,0.9340342,SBS Biz,경제지,가계부채,2020-12-14
f3d71a865f5c,은성수 “DSR 전체 주담대 적용 등 장기적인 가계부채 관리방안 검토”,은성수 “DSR 전체 주담대 적용 등 장기적인 가계부채 관리방안 검토”,neutral,0.9983183,서울경제,경제지,가계부채,2020-12-14
8dcac8829a4a,[경제포커스] GDP 넘어선 가계부채,GDP 넘어선 가계부채,alarmist,0.98712015,한국경제,경제지,가계부채,2020-12-17
0cd1b5b1b10e,"빚투·영끌 열풍에 “가계부채 부실, 고용없는 경기회복 우려”","빚투·영끌 열풍에 “가계부채 부실, 고용없는 경기회복 우려”",alarmist,0.9972741,SBS Biz,경제지,가계부채,2020-12-21
b90576228697,"변창흠 ""가계부채 급증, 주택담보대출 규제 불가피""","변창흠 ""가계부채 급증, 주택담보대출 규제 불가피""",alarmist,0.9969645,한국경제TV,경제지,가계부채,2020-12-21
68279fcbd465,"홍남기 ""내년 1분기 가계부채 관리 선진화 방안 마련""","홍남기 ""내년 1분기 가계부채 관리 선진화 방안 마련""",neutral,0.99836737,뉴시스,기타,가계부채,2020-12-22
6cebb91f5f97,`빚투·영끌` 狂風에 가계부채 뇌관 `째깍째깍`,`빚투·영끌` 狂風에 가계부채 뇌관 `째깍째깍`,alarmist,0.9970891,매일경제,경제지,가계부채,2020-12-22
5fc71e5c5ad8,전월세 갱신율 70% 돌파…홍남기 “내년 초 가계부채 대책 마련”,전월세 갱신율 70% 돌파…홍남기 “내년 초 가계부채 대책 마련”,alarmist,0.8927698,한겨레,진보,가계부채,2020-12-22
8db7d7ea2686,"윤석헌 금감원장 ""가계부채 총량 관리 당분간 유지..당국 개입 과도하지 않다""","윤석헌 금감원장 ""가계부채 총량 관리 당분간 유지..당국 개입 과도하지 않다""",defensive,0.926704,경향신문,진보,가계부채,2020-12-23
8b6ebbd05bf8,‘영끌’ 빚투에 가계빚 GDP 추월…2030 부채 급증,‘영끌’ 빚투에 가계빚 GDP 추월…2030 부채 급증,alarmist,0.9971079,SBS Biz,경제지,가계부채,2020-12-24
728d5db6e91c,"부동산에 영끌, 주식에는 빚투···가계부채, 첫 GDP 넘어섰다","부동산에 영끌, 주식에는 빚투···가계부채, 첫 GDP 넘어섰다",alarmist,0.9972445,중앙일보,보수,가계부채,2020-12-24
ac272cfee39f,"가계부채 1940조, GDP보다도 많아져","가계부채 1940조, GDP보다도 많아져",alarmist,0.8726084,조선일보,보수,가계부채,2020-12-25
522caed0c07e,[금리] 코로나 충격 여진·가계부채 뇌관…연중 금리동결 유력,코로나 충격 여진·가계부채 뇌관…연중 금리동결 유력,alarmist,0.9971933,매일경제,경제지,가계부채,2021-01-01
a9f640d7a758,[노트북을 열며] 사실상 세계 1위 한국의 가계부채 비율,사실상 세계 1위 한국의 가계부채 비율,comparative,0.9987614,중앙일보,보수,가계부채,2021-01-07
09e99a69e5e6,"금융 불균형 경고한 금통위 ""가계부채·자산 쏠림 우려""","금융 불균형 경고한 금통위 ""가계부채·자산 쏠림 우려""",alarmist,0.9965856,서울경제,경제지,가계부채,2021-01-08
d9c22cde34c6,"이재명 ""가계부채 문제 매우 심각···확장재정 불가피하다""","이재명 ""가계부채 문제 매우 심각···확장재정 불가피하다""",alarmist,0.9971624,서울경제,경제지,가계부채,2021-01-12
1836b31441dc,[경제와 세상] 가계부채·거시건전성 관리 시급하다,가계부채·거시건전성 관리 시급하다,alarmist,0.87685585,경향신문,진보,가계부채,2021-01-14
f4a570e491ac,가계·기업·정부 부채 '트리플 1000조원 시대' 임박,가계·기업·정부 부채 '트리플 1000조원 시대' 임박,alarmist,0.9971938,매일경제,경제지,가계부채,2021-01-15
e2346f4fb2ca,"이재명 ""가계부채비율 세계 1위인데···국민만 짐을 지는 형국""","이재명 ""가계부채비율 세계 1위인데···국민만 짐을 지는 형국""",comparative,0.7188464,서울경제,경제지,가계부채,2021-01-15
85f9d84356cf,"새해 첫 금통위, 기준금리 동결…자산시장 과열·가계부채 부담","새해 첫 금통위, 기준금리 동결…자산시장 과열·가계부채 부담",neutral,0.99737597,한국경제,경제지,가계부채,2021-01-15
6a5ca4c14013,"한은 ""성장 불확실성 높아…자산시장 흐름·가계부채 유의""[전문]","한은 ""성장 불확실성 높아…자산시장 흐름·가계부채 유의""",pessimistic,0.9904564,한국경제,경제지,가계부채,2021-01-15
8919efec4ad2,"금융위 ""신용대출 분할상환 등 가계부채 관리방안 3월 발표""","금융위 ""신용대출 분할상환 등 가계부채 관리방안 3월 발표""",neutral,0.9983444,연합뉴스,통신사/방송,가계부채,2021-01-20
e67927cab533,"한국 정부·기업·가계 부채 합치면 5000조원, GDP의 3배 육박","한국 정부·기업·가계 부채 합치면 5000조원, GDP의 3배 육박",alarmist,0.9967019,조선일보,보수,가계부채,2021-01-22
765ddda5bf3d,'영끌' 막아라…3월 '가계부채 대책' 어떤 규제 담기나,'영끌' 막아라…3월 '가계부채 대책' 어떤 규제 담기나,neutral,0.9978809,한국경제,경제지,가계부채,2021-01-24
7c41179f9f4e,[뉴스초점] 코로나 피해지원·가계부채 관리…금융당국 입장은?,코로나 피해지원·가계부채 관리…금융당국 입장은?,neutral,0.99784064,연합뉴스TV,통신사/방송,가계부채,2021-01-25
6d941824309e,가계빚 축소 위해 국가부채 더 늘리자는 與,가계빚 축소 위해 국가부채 더 늘리자는 與,neutral,0.9761322,한국경제,경제지,가계부채,2021-01-29
a837deae942d,"홍남기 ""가계부채 리스크 줄일 대안, 다음달 중 발표""","홍남기 ""가계부채 리스크 줄일 대안, 다음달 중 발표""",neutral,0.9983223,연합뉴스,통신사/방송,가계부채,2021-02-16
088cf7c20afc,"금감원 ""가계대출 증가율·차주별 부채총량 관리""","금감원 ""가계대출 증가율·차주별 부채총량 관리""",neutral,0.99829704,연합뉴스TV,통신사/방송,가계부채,2021-02-16
027a9b1988ec,은성수 “가계 부채 상승세 심각…DSR 더 강화할 것”,은성수 “가계 부채 상승세 심각…DSR 더 강화할 것”,alarmist,0.9852824,SBS Biz,경제지,가계부채,2021-02-18
cfd899bdf76b,가계 빚 1700조 시한폭탄 되나…대출 금리 5개월째 상승,가계 빚 1700조 시한폭탄 되나…대출 금리 5개월째 상승,alarmist,0.997129,매일경제,경제지,가계부채,2021-02-26
7dfac2b70177,신용대출 금리 반년 새 0.6%p 뛰어…영끌·빚투족 이자 부담 ↑,신용대출 금리 반년 새 0.6%p 뛰어…영끌·빚투족 이자 부담 ↑,alarmist,0.99595696,동아일보,보수,가계부채,2021-02-28
4b2e62a88bf2,"다음달 가계부채 관리 방안 발표···""DSR 40% 초과 차주 소급안해""","다음달 가계부채 관리 방안 발표···""DSR 40% 초과 차주 소급안해""",neutral,0.9984236,서울경제,경제지,가계부채,2021-02-28
32075040a538,가계 대출금리 '꿈틀'…주담대도 뛰나 '촉각',가계 대출금리 '꿈틀'…주담대도 뛰나 '촉각',alarmist,0.99700755,한국경제,경제지,가계부채,2021-02-28
34d45892e792,기준금리는 그대로인데 오르는 대출 금리…전망은?,기준금리는 그대로인데 오르는 대출 금리…전망은?,pessimistic,0.9941856,SBS Biz,경제지,가계부채,2021-03-02
40baa1074d51,"선거 다가오자…금융위원장도 ""청년 무주택자대출 완화""","선거 다가오자…금융위원장도 ""청년 무주택자대출 완화""",neutral,0.9945909,매일경제,경제지,가계부채,2021-03-03
57d3e77af8f4,"청년·무주택자 LTV 10% 추가 완화…금융위, 추진 착수","청년·무주택자 LTV 10% 추가 완화…금융위, 추진 착수",optimistic,0.98810637,매일경제,경제지,가계부채,2021-03-03
435a60b4680c,"은성수 ""청년층·무주택자 대상 주거대출 혜택 확대 검토""","은성수 ""청년층·무주택자 대상 주거대출 혜택 확대 검토""",neutral,0.99735546,연합뉴스,통신사/방송,가계부채,2021-03-03
