article_id,title_clean,framing_label,media_name,media_group,event_type,date
0ae88d67e35f,원/달러 환율 소폭 상승…위안화 약세에 연동,neutral,연합뉴스,통신사/방송,환율_달러,2020-03-03
caa6e83f892b,'강탈한 최저임금 돌려놔!',alarmist,연합뉴스,통신사/방송,최저임금,2019-08-20
cc062020bb4f,미중 3차 고위급 협상 앞두고 긴장감…원/달러 환율 상승,alarmist,연합뉴스,통신사/방송,환율_달러,2019-02-19
14fc9f57f4d2,"원·달러 환율 하락…1,124.2원(-0.5원)",neutral,한국경제,경제지,환율_달러,2019-03-04
883411371e91,일본 2분기 경제성장률 1.5%···25년 만에 한국경제 역전당하나,comparative,경향신문,진보,GDP_성장률,2023-08-15
fe1b0e8a83db,<2016 부동산결산> 재건축·청약과열 '후끈'…대책후 '내리막',neutral,연합뉴스,통신사/방송,부동산가격,2016-12-20
44b87cd80ea3,"듣도보도 못한 조작 산출…최저임금 정하고, 공식 끼워맞췄다",alarmist,중앙일보,보수,최저임금,2023-08-03
ec651a005ad3,日 최저임금 역대 최대 3.3% 올린다,neutral,매일경제,경제지,최저임금,2022-08-02
1e2e15880288,美 1분기 경상수지 적자 확대...수입 증가 탓,pessimistic,서울경제,경제지,경상수지,2018-06-20
423d1276cf48,"수출입은행, 해외PF 공동지원 위한 'IB·국내금융기관 세미나' 개최",neutral,한국경제TV,경제지,수출입동향,2016-12-13
0fbf22e9f3ba,"경자유전 꺼낸 李대통령, 이번엔 '투기용 농지' 정조준…부동산 전선 확대",neutral,한국경제,경제지,부동산가격,2026-02-24
477ce07e4f90,노후 자산 활용 역모기지 ‘주택연금’ 가입해볼까... 3억 짜리 주택 보유한 만 65세 월 75만원 수령,neutral,매일경제,경제지,가계부채,2019-03-05
896f44c585ca,"원화, 달러外 통화들에 강세…수출여건 악화 소지",pessimistic,연합뉴스,통신사/방송,환율_달러,2017-02-21
30eff8b4e64a,"원/달러 환율 1,220원대 돌파…6개월만에 최고…사흘새 30원 ↑",alarmist,연합뉴스,통신사/방송,환율_달러,2020-02-24
ba79179368b8,美 금리인상 임박...금융·수출주 찜해볼까,neutral,서울경제,경제지,반도체_수출,2016-08-29
d91e9c381f47,"'규제 사각지대' P2P 대출, 집값 90% 빌릴 수 있다는데…",alarmist,조선일보,보수,부동산_대출,2018-09-04
95dc42a54b14,수출 3개월 연속 감소 '비상'…중국 경기둔화·반도체값 하락 탓,alarmist,연합뉴스,통신사/방송,반도체_수출,2019-03-01
8d60538f6329,"""'축사노예' 19년 품삯, 최저임금으로 셈해도 1억8천만원 달해""",neutral,연합뉴스,통신사/방송,최저임금,2016-08-25
da3bf9ece001,뉴욕 증시 하락 마감…나스닥 1.56%↓,pessimistic,SBS Biz,경제지,국채_금리,2022-03-04
958430910008,북중 수출입 증감률 추이,neutral,연합뉴스,통신사/방송,수출입동향,2019-08-08
d407386adb24,中 지난달 생산자물가 4.3%↑…상승률 14개월來 최저,pessimistic,연합뉴스,통신사/방송,소비자물가,2018-02-09
7f77c296fc18,폭염에 신선식품값 급등…‘추석물가’ 비상,alarmist,경향신문,진보,소비자물가,2016-09-01
8407c2b7cd7d,1월 소비자물가 상승률 17개월 만에 최저…“설 물가 감시 강화”,optimistic,SBS Biz,경제지,소비자물가,2018-02-01
5569b612bdde,수출액 8% 줄었지만…반도체는 40% 늘어,defensive,서울경제,경제지,반도체_수출,2024-02-21
badade66141c,"달아오르는 브라질국채, 리스크는 없나",neutral,서울경제,경제지,국채_금리,2017-02-19
791697407141,'광명·시흥 신도시' 반사이익?···시흥 아파트값 '껑충',alarmist,서울경제,경제지,부동산가격,2021-03-04
a82c374bb698,"CFRA ""美 증시, 경기침체 우려에도 연말랠리 향하는 길""",defensive,한국경제TV,경제지,경기침체,2023-08-22
3e19adfa5075,사람 대신 장바구니 200개 '오픈런'…日서 '진풍경' 벌어진 이유,neutral,한국경제,경제지,GDP_성장률,2023-09-03
bfcb9a8836c0,"P2P투자, '고고단' 좇다간…쪽박 찰 수도",alarmist,한국경제,경제지,부동산_대출,2019-02-24
857540e994a1,`외식물가·배달비` 공개…가격통제 나선 정부,neutral,한국경제TV,경제지,물가_인상,2022-02-23
ce9957401d14,"므누신 美 재무장관 ""美 장·단기 국채 금리차… 좁혀져도 경기침체 우려 없다""",defensive,한국경제,경제지,경기침체,2018-08-29
8ce624bd1ff4,올 추석 차례상 '채소·과일' 패싱?…시금치·수박값 한달새 2배↑,alarmist,한국경제,경제지,소비자물가,2018-09-04
5be31ac4cb3e,“우리 회사는 올려준대?”...올해 임금인상 기업 살펴보니,neutral,매일경제,경제지,최저임금,2023-03-03
18d9bcdbe2e2,물가상승 대비하는 자산시장…금투자 매력엔 전문가도 '이견',neutral,연합뉴스,통신사/방송,소비자물가,2020-08-16
562e8f5f5466,우유가격 인상 신호탄,neutral,서울경제,경제지,물가_인상,2018-08-08
3cf26c561d2d,1월 취업자 10만8천명 증가…13개월 만에 최소폭,pessimistic,한겨레,진보,고용동향,2026-02-11
64857145f76b,더 세진 日 확장재정…증시·국채금리 급등,alarmist,서울경제,경제지,국채_금리,2026-02-09
273c3d6b4a8d,"1월 수출 11.2%↑, 4년 만에 최고치 '무역수지도 60개월 연속 흑자'",optimistic,서울경제,경제지,수출입동향,2017-02-01
82e51c5b786d,7월 취업자 29만 9천 명↑…실업률도 19년 만에 최고,defensive,SBS,통신사/방송,고용동향,2019-08-14
40c993ac4280,"한덕수, 택시비 묻자 ""1000원 쯤?""...물가 모르는데 물가 잡기?",neutral,SBS Biz,경제지,물가_인상,2023-08-31
a837deae942d,"홍남기 ""가계부채 리스크 줄일 대안, 다음달 중 발표""",neutral,연합뉴스,통신사/방송,가계부채,2021-02-16
a8b7b1f46208,국고채 금리 연중 최고 육박...원달러 환율 치솟아,alarmist,서울경제,경제지,기준금리,2019-02-28
b6b09d78a833,"통계청, 신종코로나로 전국 사업체조사 연기…대면조사 부담",neutral,연합뉴스,통신사/방송,고용동향,2020-02-11
70b9fe4a0be1,미국 경기침체 없다?…'무착륙 시나리오' 부상,defensive,한국경제TV,경제지,경기침체,2023-02-13
4a6f707b9356,美 국채금리 4년來 최고…글로벌 증시 흔드나,alarmist,매일경제,경제지,국채_금리,2018-02-21
aeabc926a9dd,마트휴업·최저임금 정책을 ‘인기투표’로 결정하겠다는 대통령실,neutral,한겨레,진보,최저임금,2022-07-27
dc482939027c,원·달러 환율 한때 1500원 돌파…2009년來 처음,alarmist,매일경제,경제지,환율_달러,2026-03-04
f90f52cc8215,"SK증권 ""美 금리인상 가능성 확대…증시 영향은 제한적""",defensive,연합뉴스,통신사/방송,기준금리,2016-08-29
f3c43c6a3f26,美국채금리 하락에 금융주 된서리,pessimistic,서울경제,경제지,경기침체,2022-03-02
8f220e343875,"""최저임금 전국 꼴찌는 안돼""…눈치 전쟁 벌이는 日지자체",comparative,한국경제,경제지,최저임금,2025-09-03
362320534682,"한은, 물가 목표 10년만에 '3%대'…‘스태그플레이션’ 결국 현실화하나",alarmist,서울경제,경제지,물가_인상,2022-02-24
6c457b20bb0c,"'관세전쟁'에 美 서민들 한숨…""물가 얼마나 오를지 걱정""",alarmist,연합뉴스,통신사/방송,물가_인상,2025-03-05
67a3913a593e,인구 감소·부동산 곤두박질…울산동구 '조선 침체'의 끝 어디,alarmist,연합뉴스,통신사/방송,경기침체,2018-01-20
eb64a9b6c7de,"증시 하락, 환율 상승",pessimistic,연합뉴스,통신사/방송,환율_달러,2021-03-04
a058c971ec68,6월 경상수지 흑자 121.7억달러…사상 최대,optimistic,연합뉴스,통신사/방송,경상수지,2016-08-01
50d340a86f8d,허리케인 하비 탓에 美 성장률·금리인상에 '빨간 불',alarmist,연합뉴스,통신사/방송,GDP_성장률,2017-08-30
86a1f5c2ba05,"미 국채·뉴욕증시 '동반거품' 빠지나…""과열 해소 국면""",defensive,연합뉴스,통신사/방송,국채_금리,2018-02-03
c28d3fbe49a7,수출 11개월 연속 감소에도…수입 더줄어 석달째 '불황형 흑자',defensive,중앙일보,보수,반도체_수출,2023-09-01
3978c6c006f5,트럼프 반이민정책에 글로벌증시 일제히 하락,pessimistic,매일경제TV,경제지,수출입동향,
5a48a7b94a55,미국 국채금리 연 3% 시대 성큼… 투자 전략은?,neutral,한국경제,경제지,국채_금리,2018-02-23
6a31be76b355,9월 물가쇼크 현실로…라면·과자·우유 값 일제히 오른다,alarmist,SBS Biz,경제지,물가_인상,2021-08-31
50f2a03a7cb4,채소가격 상승으로 치솟은 소비자물가,alarmist,연합뉴스,통신사/방송,소비자물가,2017-09-01
8e635ba4261f,"""경제지식 없는 고등학교 경제교과서…성장 부정적 측면 강조""",neutral,연합뉴스,통신사/방송,부동산_대출,2021-09-01
351d73d0e5d1,올해 최저임금 9천160원,neutral,연합뉴스,통신사/방송,최저임금,2022-01-02
9497166c6a46,세상에 없는 나의 기억들,neutral,연합뉴스,통신사/방송,부동산가격,2022-03-03
6b85a4529b83,16일 FOMC 의사록 공개 … 美국채금리 '주목',neutral,매일경제,경제지,국채_금리,2023-08-13
663d79257ef4,해외부동산 메자닌투자에 꽂힌 큰 손들,neutral,서울경제,경제지,부동산_대출,2016-08-29
f198af8c8109,원/달러 환율 보합권 출발…달러 약세에도 하단 지지,neutral,연합뉴스,통신사/방송,환율_달러,2020-08-18
d3b44a5304c0,5대銀 정기예금 760조 돌파…대출보다 72조 더 많아,neutral,서울경제,경제지,가계부채,2022-09-01
dc1e5f004499,국민연금 국내 부동산 대출 출자 ‘한산’…경업 금지 조항 탓,neutral,한국경제,경제지,부동산_대출,2024-09-05
7658a3d07cf1,"여야 일부 초선, 5개월 만에 재산 6억∼17억원 늘어",neutral,연합뉴스,통신사/방송,부동산가격,2020-09-04
e467bff55036,수원·안양·의왕 ‘핀셋 규제’…‘12·16 대책’ 풍선효과 차단,neutral,경향신문,진보,부동산_대출,2020-02-20
a36e206c8a98,"남녀 임금격차…대졸이 가장 크고, 나이 들수록 벌어져",comparative,연합뉴스,통신사/방송,고용동향,2017-09-03
141d84ca350f,2월 반도체 수출액 16개월 만에 ‘감소’,pessimistic,경향신문,진보,반도체_수출,2025-03-02
86fa88564b1d,KB국민은행 / KB 1코노미 스마트적금,neutral,매일경제,경제지,기준금리,2018-09-04
54c0fa01c6f2,"이주열 ""2월 기준금리 '유지' 결정 전원일치""",neutral,한국경제,경제지,기준금리,2021-02-25
e1897c5a20dc,"코스피, 반도체주 덕에 이틀 연속 상승…코스닥도 올라",optimistic,SBS Biz,경제지,반도체_수출,2025-09-04
746d640ce881,"대환대출, 가계부채 증가 ‘절반만 반영’ 검토",neutral,SBS Biz,경제지,가계부채,2025-02-28
95c1a8daa9cc,"""한국경제 여러 난관 있지만 올 세계 5대 수출국 오를것""",defensive,매일경제,경제지,경기침체,2017-09-05
2c66e9407d60,상반기 경상수지 흑자 7년만에 최저…수출 부진,pessimistic,SBS Biz,경제지,경상수지,2019-08-07
ec4caf8c6347,국내 최저임금 갈등 핵심엔 ‘영세 음식·숙박업’,neutral,한겨레,진보,고용동향,2018-02-20
2a165a0e6dbb,"지난주 유가 3% 급락…美 뉴욕 연은 총재 ""금리인하 몇 달 더 걸린다""",pessimistic,한국경제,경제지,기준금리,2024-02-25
83d03d34b255,맥킨지 우울한 전망 “빅8 경제대국만 1억명 실직위기 온다”,alarmist,중앙일보,보수,고용동향,2021-03-01
f238e755d15a,"신한은행, 비대면 근저당권 해지 프로세스 도입",neutral,연합뉴스,통신사/방송,부동산_대출,2018-02-21
4b893fdac965,"4월부터 국민연금급여 월평균 7천원, 최대 3만8천원 올라",optimistic,연합뉴스,통신사/방송,소비자물가,2018-02-28
876411ed200b,'최저임금 제도 개선' 광화문에 모인 소상공인,neutral,연합뉴스,통신사/방송,최저임금,2018-08-29
7ce42b953196,"뉴욕증시, 2월 실업률 발표…개선 땐 인플레 우려",neutral,한국경제,경제지,고용동향,2021-02-28
f7dacd9dbdf7,이재갑 고용장관 후보 인사청문안…다운계약서 공방일 듯,neutral,연합뉴스,통신사/방송,부동산가격,2018-09-04
2a9e4fd24f45,'환율조작?' 對美 상품수지 흑자비중↓·서비스적자는 사상최대,pessimistic,연합뉴스,통신사/방송,경상수지,2017-02-19
891714d0076a,"""가계부채 대응 시급"" …첫 회동 한은·금융위 수장, 한 목소리 냈다",alarmist,중앙일보,보수,가계부채,2021-09-03
ededd5b58289,"작년 4분기 부산 수출입, 2024년보다 모두 감소",pessimistic,연합뉴스,통신사/방송,수출입동향,2026-02-20
93dd03091038,"S&P ""韓 가계부채 리스크 확대···신용위기 가능성은 적어""",defensive,서울경제,경제지,가계부채,2018-12-30
b3915b465940,수출입 화물이 쌓여 있는 부산항 신선대부두,neutral,연합뉴스,통신사/방송,수출입동향,2025-12-01
317bf1933e9a,"""경기침체 막아라""…금리인하 이어 재정동원 부양책 확산",neutral,연합뉴스,통신사/방송,경기침체,2019-08-28
bfeeace7621d,"'부동산 풍자' 기안84, 이번엔 'N포 세대' 풍자 ""결혼까지 욕심낸다니 불행의 시작""",neutral,서울경제,경제지,부동산가격,2021-03-03
7572def4e543,"뉴욕증시 하락 마감…""관세 불확실성·국채금리 급등 부담""",pessimistic,한국경제,경제지,국채_금리,2025-09-03
f3f55fa18e7d,내일까지 최저임금 범위 개편…노사 간 의견 좁혀지나,neutral,SBS Biz,경제지,소비자물가,2018-03-05
e0d62af24738,"""정치 혼란에 가장 타격받는 건 서비스·자영업""",pessimistic,한국경제,경제지,고용동향,2017-01-31
308d388c20a6,작년 광주·전남 무역수지 151억 달러 흑자…전년비 12%↑,optimistic,연합뉴스,통신사/방송,수출입동향,2017-01-23
84d7d7ef21c5,"표심 얻고, 고용지표 끌어올리고…보수도 진보도 '알바 늘리기' 급급",neutral,한국경제,경제지,고용동향,2019-08-21
ed862fc5fac5,"1월 소비자물가 상승률 1.0%로 안정…정부 ""설물가 감시강화""(종합2보)",optimistic,연합뉴스,통신사/방송,소비자물가,2018-02-01
0100214c8bc5,"한은총재 ""높게 달린 과일만 남아…고통 수반된 구조개혁 필요""",neutral,SBS,통신사/방송,GDP_성장률,2024-03-05
761f7dfc88f0,"무역협회 ""호르무즈 봉쇄 시 해상운임 최대 80% 폭증""",alarmist,매일경제TV,경제지,수출입동향,
2322b499046d,"95억 빌딩 산 유튜버, 직원은 최저임금 미달?… ""단순 입력 실수""",neutral,조선일보,보수,최저임금,2020-01-15
59e9b8817307,'고용한파' 청년 강타 … 실업률 5년來 최고,alarmist,매일경제,경제지,고용동향,2026-02-11
f46891560635,국민은행 美 달러에 투자하는 ETF 3종 출시,neutral,서울경제,경제지,환율_달러,2017-02-19
46ad870b3457,7월 은행 가계대출 금리 3.73%…예금금리는 하락,neutral,매일경제,경제지,기준금리,2018-08-28
27e7f7e66b42,"민주당 ""美 기준금리 인하, 한은의 적절한 판단 기대""",neutral,서울경제,경제지,기준금리,2020-03-05
2fd1b11e5eea,"""2개 언어 능통자·세무 전문가…경력시장  선호 1순위""",neutral,한국경제,경제지,고용동향,2017-02-06
75f8dcd94503,日·유로존 2분기 경제성장률 및 7월 CPI 관심,neutral,서울경제,경제지,GDP_성장률,2023-08-13
0e1eec970614,"파월 ""적절하다고 판단시 기준금리 추가 인상 준비""",neutral,한국경제TV,경제지,기준금리,2023-08-25
9cc03455bdb5,경제 지표 부진·국채 금리 급등에 혼조세…나스닥 0.66%↓,pessimistic,한국경제,경제지,국채_금리,2023-03-02
23d4ca9c2a2c,"산업부, 北미사일 발사 실물경제 영향 24시간 모니터링",neutral,연합뉴스,통신사/방송,수출입동향,2017-02-13
9e337c80d6a5,이재명“용인반도체클러스터 통해 첨단산업 도약 적극 지원”,optimistic,서울경제,경제지,반도체_수출,2021-03-03
082d0f2dbe6e,불확실성 큰 시기…한은 금리 연 1.75%로 일단 동결(종합),neutral,연합뉴스,통신사/방송,가계부채,2019-02-28
f1ec8bbeafb1,윤창현 미래통합당 국회의원 | 부동산 중장기 수급대책 필요… 채찍·당근 조화를 “기부금 투명성 강화해야… 사모펀드 비리 발본색원”,neutral,매일경제,경제지,부동산가격,2020-08-26
8aa332d5533a,6월 경상수지 두 달 연속 흑자…수출보다 수입 더 줄어,pessimistic,연합뉴스,통신사/방송,경상수지,2023-08-08
270af976d4b4,"전주고용지청, '서면 근로계약·최저임금 위반' 집중 점검",neutral,연합뉴스,통신사/방송,최저임금,2016-09-05
a8ec61848cf0,"잡코리아 ""상반기 대기업 대졸 신입 공채 8.7% 감소 전망""",pessimistic,SBS,통신사/방송,수출입동향,2019-02-26
5967ad8c17fa,"김동연 ""보유세 인상 신중해야…지금 단계선 검토 안해""",neutral,연합뉴스,통신사/방송,부동산가격,2017-09-03
35c53c6057bf,통계청 “소비자물가 0.04%↓”…사실상 첫 마이너스,alarmist,중앙일보,보수,소비자물가,2019-09-03
04bcee549732,금시세 '들썩'… 북핵 리스크 여파?,alarmist,한국경제TV,경제지,국채_금리,2017-09-04
ada887c61d83,코로나 피해 자영업자 40만명에 빚 최대 15억 탕감,optimistic,조선일보,보수,부동산_대출,2022-08-29
69d4f6df02b9,11월 경상수지 흑자 89.9억달러…수출입 플러스 전환,optimistic,한국경제TV,경제지,경상수지,2017-01-04
b24e47c02a25,"검찰, ‘부동산 PF 대출비리’ 증권사 직원 압수수색",neutral,조선일보,보수,부동산_대출,2025-01-14
2447214e77a0,지칠 줄 모르는 세계 부동산 시장 상승세…내년에는 잡힐까?,neutral,한국경제TV,경제지,부동산가격,2017-12-05
c4e481c17ad8,"수출 증가율 두자릿수 회복…1∼10일 18.9%↑, 반도체 주도(종합)",optimistic,연합뉴스,통신사/방송,반도체_수출,2018-08-13
08ce86029cae,마트 가봤더니…한우·채소·수산물 다 올랐다,pessimistic,연합뉴스,통신사/방송,소비자물가,2018-02-11
953652b7cd42,"미, 지난해 4분기 성장률 2.9%에서 2.7%로 수정",pessimistic,한겨레,진보,GDP_성장률,2023-02-23
2718097926d6,'좌충우돌' 이복현에…주담대 대책 9번 쏟아낸 은행들,neutral,한국경제,경제지,가계부채,2024-09-05
57fdff9ca448,美실업수당 신청 늘고 고용 반토막…고용 둔화에 '금리 인하' 분수령,pessimistic,중앙일보,보수,기준금리,2025-09-05
7cfbb0666be6,"신협, '신한카드 연계' 최고 연 8% 금리 정기적금 출시",neutral,연합뉴스,통신사/방송,기준금리,2022-03-03
5686e77c6a57,8월 1∼20일 수출 7.0%↓…7월 한달 감소폭 수준(종합),pessimistic,연합뉴스,통신사/방송,반도체_수출,2020-08-21
5a4bfe0596cb,상반기 경상수지 흑자 6년 만에 최소,pessimistic,조선일보,보수,경상수지,2018-08-04
f7266ccf063a,"정부 ""가계부채 증가율 3.8% 내로 일관되게 관리""",neutral,연합뉴스TV,통신사/방송,가계부채,2025-02-27
12eb0ff24449,청년실업률·집값 고공행진에 작년 결혼 6.1% 줄었다,pessimistic,SBS,통신사/방송,부동산가격,2018-02-28
e31e176be16c,3분기 GDP 성장률 0.7%...건설로 버텼지만 4분기째 0%대,defensive,서울경제,경제지,GDP_성장률,2016-10-25
8623e103da0f,"한은, 6월 경상수지 121억7000만달러 흑자…‘사상최대’ (종합)",optimistic,매일경제,경제지,경상수지,2016-08-01
5bcd0d58454a,"미국 증시, 12월 금리인상 기대 '상승'…다우 0.58% 올라",optimistic,한국경제,경제지,기준금리,2016-08-30
419f80dae0d4,1월 수출 11% 증가…국내 경기는 여전히 ‘주름살’,defensive,경향신문,진보,수출입동향,2017-02-01
d7127af92acd,한은 기준금리 0.75%로 인상…성장전망치 4% 유지,neutral,연합뉴스TV,통신사/방송,물가_인상,2021-08-26
89e1be2a521c,"백운규 ""누진제 폐지하면 1천400만가구 전기요금 올라""(종합)",neutral,연합뉴스,통신사/방송,고용동향,2018-08-20
f70b550d3258,'부동산 전쟁'…지방선거 최대 변수 되나,alarmist,연합뉴스TV,통신사/방송,부동산가격,2026-02-07
51b8c5b276c4,가계 빚 1700조 시대...'빚투''영끌' 열풍에 증가 속도 불붙어,alarmist,중앙일보,보수,부동산_대출,2021-02-23
144ef0041082,가계부채 질 악화…2금융권 대출 급증,pessimistic,한국경제TV,경제지,가계부채,2019-12-04
359cc4e0018f,"경기도, 법인·외국인 대상 '토지취득 허가구역' 지정 추진(종합)",neutral,연합뉴스,통신사/방송,부동산가격,2020-09-03
0f260fb80f60,1월 19일 미국증시 시황정리...美 국채금리 급등,alarmist,한국경제TV,경제지,국채_금리,2022-01-19
20ea8e4c1d3c,"5월 경상수지 흑자, 8개월만에 최대",optimistic,연합뉴스,통신사/방송,경상수지,2018-07-05
efd77fd40362,"옐런 미 연준 의장, 금리인상 시사했지만 시점은 안밝혀",neutral,경향신문,진보,물가_인상,2016-08-26
00cd273bac45,"수출 증가세 '빨간불'…1∼20일 수출, 연휴 영향에 3.9%↓",alarmist,SBS,통신사/방송,반도체_수출,2018-02-21
90d384e70858,지난달 수출 11.4% 증가…11개월 연속 플러스,optimistic,SBS Biz,경제지,반도체_수출,2024-09-02
02666c959edd,전액 보증 받았는데…中企 대출금리 제각각,neutral,매일경제,경제지,기준금리,2019-09-04
fbf0a362ae1f,버거킹 와퍼 가격 100원 인상···‘야금야금’ 오르는 외식물가,pessimistic,경향신문,진보,물가_인상,2018-03-01
4062231ea483,"주택담보대출 심사 강화, 부동산 시장에 새로운 투자처 ‘눈길’",neutral,경향신문,진보,부동산_대출,2016-03-07
cf38d9b534c0,"한은, 연 2.75%로 금리 인하…다시 2%대 진입",optimistic,경향신문,진보,기준금리,2025-02-25
79333a3a100a,"""대만, 대러제재 동참…반도체 등 수출금지할 듯""",neutral,연합뉴스,통신사/방송,반도체_수출,2022-02-24
871e0a92d1c1,"소상공인 61% 거리두기 '3단계' 격상 우려...""이미 벼랑끝으로 내몰린 상황""",alarmist,경향신문,진보,경기침체,2020-09-02
d54f3e8b55f6,서울 강남권 내리고 수도권은 상승세,comparative,매일경제,경제지,부동산가격,2026-03-05
ecc924825c79,기준금리 8개월째 1.25% 유지…불확실성ㆍ가계빚탓,neutral,연합뉴스TV,통신사/방송,기준금리,2017-02-23
6f3588bfebbf,"""약간의 인플레는 보약""… 미국 국채금리 급등에도 '용수철 장세' 연출",defensive,한국경제,경제지,국채_금리,2018-02-18
ef9e38d87ead,‘유럽의 병자’ 전락한 독일…“닮은꼴 한국에 시사하는 바 커”,alarmist,한겨레,진보,GDP_성장률,2023-09-03
20929c02743c,<프로축구> 인천 김도훈 감독 사임…이기형 코치 '사령탑 대행',neutral,연합뉴스,통신사/방송,경기침체,
2f440074d7af,"한은 ""달러 유동성 풍부…CDS 프리미엄 안정적 수준""",optimistic,SBS,통신사/방송,환율_달러,2026-03-04
85cc92faf0b5,11월 경상수지 71억달러…19개월 연속 흑자,optimistic,한국경제TV,경제지,경상수지,2022-01-11
cb5f64910b3a,7월 경상수지 107억달러 흑자…반도체·자동차 수출 호조에 역대 7월 중 최대,optimistic,경향신문,진보,경상수지,2025-09-04
adc24f4b21dc,금리 오르는데… 힘 못쓰는 뱅크론펀드,pessimistic,한국경제,경제지,기준금리,2018-03-01
c742f77fb652,"원·달러 환율, 전날 대비 5원15전 내린 1,119원85전 마감",neutral,서울경제,경제지,환율_달러,2016-08-30
6e0e79ca1f26,'부동산 가격 급등'에 보금자리론 연말까지 사실상 중단,alarmist,연합뉴스,통신사/방송,부동산가격,2016-10-15
c46f610c9f78,"‘상생’ 이랜드리테일, 추석 맞아 협력사 납품대금 1000억 조기지급",optimistic,동아일보,보수,최저임금,2019-09-05
4608ae03611b,"툭하면 금융발작…국채금리 11년來 최고, 환율 또 연고점",alarmist,서울경제,경제지,국채_금리,2022-09-01
abd8457bbc4f,반도체 수출 활황에…6월 경상수지 사상 최대 142.7억 달러 흑자,optimistic,SBS,통신사/방송,경상수지,2025-08-07
f9864e0b1b11,달러 번 만큼 그대로 나갔다,neutral,한국경제,경제지,경상수지,2026-02-06
1dce3fd71f8b,'유로존 맏형' 독일마저…마이너스금리 국채 발행,pessimistic,한국경제,경제지,국채_금리,2016-07-14
36df13c1f8b6,금감원 '무늬만 사업자대출' 차단…빅테크 'IT리스크' 현장검사(종합),neutral,연합뉴스,통신사/방송,부동산_대출,2022-02-14
e0f479948e39,"이주열 ""GDP 대비 가계부채 총량 분명히 문제""(종합)",alarmist,연합뉴스,통신사/방송,가계부채,2017-02-23
08ab48881ba2,7월 소비자물가 상승률 0.7%…10개월 만에 최저,optimistic,매일경제TV,경제지,소비자물가,
9c4696868ab1,"10년 만에 3% 물가 전망한 한은, 금리 인상 페달 계속 밟는다",alarmist,서울경제,경제지,물가_인상,2022-02-24
52cb7073cc1b,원·달러 환율 한때 1500원 돌파…금융위기 이후 17년만,alarmist,한겨레,진보,환율_달러,2026-03-04
c478734e3804,"중국, 미국 틱톡인수 막판에 '수출규제' 재뿌리기",neutral,연합뉴스,통신사/방송,반도체_수출,2020-08-30
6032d597f600,文대통령 “고용상황 매우 심각…범부처적 총력체계로 대응하라”,alarmist,동아일보,보수,고용동향,2021-02-16
dbe5642f5ecc,중국 11월 소비⋅수출입⋅생산 모두 부진,pessimistic,조선일보,보수,수출입동향,2018-12-14
195a1525b3b1,금융시장 뒤흔든 ‘상호관세 불법 판결’…국채금리 급등하고 뉴욕증시 하락,alarmist,매일경제,경제지,국채_금리,2025-09-03
3d16ccdb5bc5,"홍남기, ""16.5조 규모 SOC 사업 하반기 신속 집행""",neutral,서울경제,경제지,고용동향,2019-08-14
cb75050ef255,"이주열 총재 “최저임금 인상, 고용에 부정적 영향”",pessimistic,경향신문,진보,최저임금,2018-08-31
fd003c5bbcc8,코로나19 변곡점마다 환율이 가장 먼저 움직였다,neutral,연합뉴스,통신사/방송,환율_달러,2020-02-25
db6e7eb43f38,"유가 급등에 인플레 공포 엄습 … 다이먼 ""장기전땐 물가 위험 심각해질 것""",alarmist,매일경제,경제지,기준금리,2026-03-03
6e901688483d,李 지지율 6주만에 '하락'...서울·영남권서 내려,neutral,한국경제TV,경제지,부동산가격,2026-03-02
cea447054d2e,"스페인 총리, '월 130만원' 최저임금 즉각 인상 약속",neutral,연합뉴스,통신사/방송,경기침체,2021-09-02
e10037a6dc91,지난달 취업자 29만 9천명 증가…18개월만에 최대,optimistic,연합뉴스TV,통신사/방송,고용동향,2019-08-14
bf6cc8afdf29,"다주택자 규제지역 내 주택담보대출, LTV 30%까지 가능",neutral,한국경제TV,경제지,부동산_대출,2023-03-02
be19acf3be1b,"“여보, 상추는 눈치껏 반씩 뜯어 먹자”...쌈채소 폭등에 밥상물가 비상",alarmist,매일경제,경제지,물가_인상,2024-08-29
d003628accc5,"원·달러 환율, 전날 대비 5.9원 오른 1,14.5원 출발",neutral,서울경제,경제지,환율_달러,2018-08-31
535d2d28618c,수출 회복세 네 달째 확대…4년 만에 두 자릿수 증가,optimistic,한국경제,경제지,반도체_수출,2017-02-11
36c11d80a705,"'가계부채 주범' 지목된 50년 만기 주담대, 한달새 2조원 급증",alarmist,SBS Biz,경제지,가계부채,2023-08-27
fdb002d5458c,6월 경상수지 63억8천만 달러 흑자…두 달 연속 흑자 기록,optimistic,매일경제TV,경제지,경상수지,
a8eeae1c52e8,"연준, 금리인상은 언제?...'트럼프 예산안'에 달렸다",neutral,서울경제,경제지,물가_인상,2017-02-23
c4722f6bce48,가계부채 위기 대응을 위한 개인 채무조정 제도개선 방안 토론회,neutral,연합뉴스,통신사/방송,가계부채,2023-01-10
a478be8a2679,"“영국, 경제적 불평등 완화 위해 최저임금 인상·강한 노조 필요”",neutral,경향신문,진보,최저임금,2018-09-05
9503abd08c0b,국고채 금리 일제히 하락…연휴 美 금리 하락분 반영(종합),optimistic,연합뉴스,통신사/방송,국채_금리,2024-03-04
