article_id,framing_label,event_type,title_clean
a63f8e376151,pessimistic,수출입동향,울산 10월 수출입 동반 감소…불황형 흑자 유지
7391793e6272,alarmist,소비자물가,치솟는 아파트 관리비…물가상승률의 4배 육박
7521ea79bd94,neutral,소비자물가,"소비자 물가, 6개월 연속 2%대 상승"
d81517c3fea2,pessimistic,반도체_수출,중소·중견기업 상반기 수출 4.5%↓
1567eb03389f,neutral,물가_인상,여주시 내년 생활임금 9천790원…최저임금 인상률 반영
6c14e4890c32,comparative,기준금리,"미·유럽 ""기준금리 계속 올려야""…일본은 정반대"
85ec544f3032,alarmist,환율_달러,"중동 전쟁 충격에 원/달러 환율 고공행진…장중 1,480원 육박"
e8bac0094d87,alarmist,물가_인상,日 7월 소비자물가 3.1%↑…쌀은 1년 새 90.7% 폭등
a6047b208507,pessimistic,부동산_대출,작년 부동산 규제에도 주택대출 15조 증가
30cc36198c46,defensive,경상수지,5월 경상수지 흑자 전환···흑자 규모 1년 전에 반토막
e43de309ea1d,pessimistic,부동산가격,"수도권 오피스텔 가격 상승…""부동산 규제 풍선효과"""
1b7ec0ed06f4,pessimistic,GDP_성장률,"KDI, 올해 성장률 2.6→2.5%…""예상보다 긴 고금리에 내수부진"""
0e9d03e60a23,pessimistic,GDP_성장률,"KDI, 올해 성장률 전망 2.6 → 2.5% 하향"
ff7a3f6b600d,alarmist,경기침체,경기침체에…삼성 가전·반도체 재고 52조원 어치 쌓였다
286b241ccc1a,alarmist,국채_금리,국채금리 발작·스무트-홀리 관세법·집값 비상사태·경제학자 분노
650878357b61,neutral,기준금리,은행 정기예금 금리(25일 기준)
d9dded27b961,neutral,물가_인상,"우윳값 인상에 뿔난 정부, 가격체계 손본다"
261150e825cf,alarmist,부동산가격,일본 신축 아파트값 ‘부동산 버블’ 생각나네
fa31ae3f1769,neutral,경상수지,"환율 감시대상국, 'GDP 대비 경상수지 비율 등 분석'"
20b5d0e5b1fd,optimistic,경상수지,반도체·해외투자가 쏘아올린 '역대급 경상흑자'
d9f8b210143f,alarmist,부동산_대출,"""우리·씨티은행 부동산 대출 비중 50% 넘어"""
157b2865c340,alarmist,소비자물가,"휘발유 1713.7원, 환율 1466.1원…중동發 물가 불안 커진다"
f1ead4a591c7,alarmist,물가_인상,"""서울·세종 주택가격 버블 위험…금리인상에 대비해야"""
ba30cde2b8ae,comparative,가계부채,"한경연 “정부부채 증가속도, 아르헨-中 이어 세번째”"
046755f1d754,alarmist,소비자물가,수입물가 급등…25개월 만에 최고
3d316e475c89,neutral,GDP_성장률,'제재 폭탄'에 맞불 놓는 러시아…'특별조처' 연이어 발표
b692ca29f744,optimistic,GDP_성장률,일본 GDP 1% 증가… 2분기 '깜짝 성장'
1ddb0f5d11af,neutral,환율_달러,"구윤철 ""환율, 경각심 갖고 모니터링하고 있다"""
38e53de33f47,alarmist,환율_달러,'코로나19' 확산에 원·달러 환율 1200원 돌파
8f7f2c8cad57,alarmist,경기침체,"日, 내달 소비세율 인상…'침체 도화선' 되나"
0df7ea2c6295,optimistic,환율_달러,미중 무역협상 기한 연장에 원/달러 환율 하락 출발
a60f340bb093,optimistic,기준금리,"S&P ""美 기준금리 6월부터 시작해 올해 0.75%P 인하"""
1c562c1e65f3,neutral,환율_달러,원·달러 환율 상승…1153.4원(+11.8원)
c6ee3a521c02,optimistic,반도체_수출,"그래핀스퀘어, 12년 R&D 결실…'꿈의 신소재' 연구장비 수출한다"
237fb0c4e9f7,neutral,최저임금,김영주 “최저임금 위반 업체에 징벌적 손해배상제”
403ce4136299,defensive,경기침체,‘코로나 끝나자 침체’ 물류센터… 거래량 2배 늘었다
05e1b33be587,neutral,가계부채,“세제혜택 과한 부분 있어”…9개월만에 ‘임대주택’ 정책 뒤집나
473edb108578,optimistic,부동산가격,"서울시, 아파트 35층 층고제한 폐지…초고층 건축 가능"
28c73a68a096,pessimistic,경기침체,미 경기침체 공포 여전…한 달 만에 다시 흔들린 국내 증시
ae8d50868cfc,neutral,기준금리,"한국은행, 오늘 기준금리 5연속 동결할 듯"
d20aa03ab8ac,pessimistic,경상수지,5월 수출 398억달러…경상수지 흑자 급감
7021a3c84c34,defensive,부동산_대출,부동산 가계 대출 1000조 돌파…증가 속도는 ‘둔화’
ab8f529e028d,alarmist,가계부채,중도금 대출 규제보다 부동산 경착륙부터 막아라
b68a580a854b,neutral,최저임금,내년도 최저임금 8720원으로 확정…고용노동부 최종 고시
8f700148221b,neutral,GDP_성장률,美 작년 4분기 성장률 3.2%…수정치 발표
5bde08cd34b2,optimistic,반도체_수출,“강달러 끝났으니 반도체 잠깐 놔줄까”“…하반기 주도주 떠오르는 바이오
09e2472665b2,pessimistic,GDP_성장률,"브라질 2분기 성장률 0.2%…""경제회복 신호 불투명"""
d654386797a9,alarmist,국채_금리,美 3대지수 ‘폭락’…국채금리 역전 우려에 무역협상 불안 겹쳐
42bd7c649726,neutral,수출입동향,일자리·청년실업 개선됐을까…15일 발표 2월 고용동향 주목
8e5333641c38,neutral,국채_금리,美 국채에 꽂힌 개미…7월 이후 1.6조원 쓸어담았다
0052b7fcb7d8,neutral,경기침체,"신한금융, 배당성향 22.7%…당국 권고 '20%' 넘어"
993a19428bf1,alarmist,부동산_대출,부동산 관련 대출 연체율 높아져…P2P 상품 투자 ‘소비자 경보’
06a699c95646,neutral,수출입동향,"정부 ""시장동향 파악 후 필요시 부동산 추가 대책 검토"""
e7530f244869,alarmist,부동산가격,중국인들 5년간 여의도 면적 6배 땅 샀다
6186c71271a7,alarmist,국채_금리,내년 적자성 국가채무 700조 넘는다
d37edd9aaeef,neutral,부동산_대출,부동산 전자거래 때 버팀목·디딤돌 대출 금리 우대
dccb60323c02,pessimistic,부동산가격,젊은 세대의 절망감…부동산 정책이 정권을 바꾼다
0226132f38ad,alarmist,소비자물가,1월 소비자물가 13개월만에 1%대…석유류는 12%나 급등
4410d8063150,alarmist,고용동향,"7월 실업자 113만명 ""21년만에 최대""…취업자는 5개월 연속 감소"
0b38816fadbf,defensive,경기침체,경기 침체에도…대기업 광고 계열사 '호실적'
03cf11d2c776,neutral,경기침체,"삼화페인트, 삼성SDI에 반도체 소재 공급"
544d91b4d17d,defensive,가계부채,5대 은행 가계대출 10개월 연속 늘어…증가 폭은 주춤
d1c8a69ed31b,alarmist,부동산가격,휘청이는 홍콩 부동산 시장…시위 장기화로 '자산 엑소더스' 가속
c67eb3bb6194,comparative,소비자물가,"한국, 물가상승률 OECD 최하위권…15위→33위로 추락"
dfab5ae91daa,neutral,기준금리,"한은, 기준금리 동결했지만 10월 인하 신호 나왔다"
b38c5fe12d9d,pessimistic,부동산_대출,주택대출 누르니 신용·P2P대출 '들썩'...대출규제 풍선효과
9bac0e76f0e6,neutral,부동산가격,공시가격 급등…개포 재건축엔 약 될까?
5d5c2a12696c,neutral,소비자물가,2월 물가 얼마나 올랐나…다음주 실물경제 지표 발표
3734060df4f0,pessimistic,최저임금,내년 최저임금 ‘찔금 인상’에 반발 노동자위원 총사퇴
e7e41f9c9627,alarmist,환율_달러,"코스피, 2% 넘게 급락 출발…원·달러 환율 급등"
dd19c25d53d7,neutral,환율_달러,"원/달러 환율 소폭 상승세…달러당 1,120원대"
55162e389150,neutral,경기침체,김영란법 앞두고… 날개 돋친 상품권
a29acd40cf0f,pessimistic,부동산_대출,뉴욕증시 'AI 위협' 우려 지속에 약세 마감…다우 1%↓(종합)
eb91562325ce,pessimistic,물가_인상,내년 공무원 월급 1.4% 인상…30년 만에 최저치
2d9092c3e19f,optimistic,반도체_수출,"삼성전자, ‘국산’ 고순도 불화수소 반도체 공정 투입"
5802ef9296cb,neutral,최저임금,"2023년 최저임금은 9,620원"
0153e665f6f6,optimistic,기준금리,"뉴욕증시, 기준금리 인상 기대 낮아져 상승 출발"
f48dbfc06824,defensive,물가_인상,"미 연준, '전광석화' 파격 금리인하…코로나19에 구원투수 나서(종합)"
e0765ab5a240,optimistic,부동산가격,"""올림픽 특수""…펄펄 끓는 강원도 부동산"
ac2cae2a5135,pessimistic,GDP_성장률,싱가포르 2분기 GDP 전기比 0.3% 증가 그쳐…올 성장전망 하향
40c1ca7cfd6c,defensive,경기침체,경기침체 막아라…아세안 `부양책` 총동원
b3489cb5dbbf,alarmist,기준금리,"연준 매파 ""최종금리 5.4% 넘어야 할 듯""…美 국채금리 '들썩'"
8f9699560cd4,neutral,부동산_대출,"계륵 같은 ‘동산담보대출’, 사물인터넷 달고 ‘날갯짓’"
4ee9f0ac7ca3,neutral,소비자물가,"서울교통공사, 소사~원시 복선전철 20년간 운영"
e53ddb876497,alarmist,기준금리,"코스피, 美 금리인상 우려에 나흘째 하락…코스닥 2.48% 급락"
3013e4e8d71b,pessimistic,반도체_수출,하락 멈춘 메모리반도체 가격 반등?…4분기 10~15% 하락 전망
bfcefecc999e,optimistic,경상수지,지난해 경상수지 흑자 89.9억달러…57개월 연속 흑자행진
610f4e4e1e53,neutral,가계부채,KDI FOCUS 인구구조 변화가 가계부채에 미치는 영향은
4eea63190c7b,alarmist,소비자물가,'세계의 공장' 중국발 인플레 오나…생산자물가 5년반만에 최고(종합)
9d5c4a8dbe5a,neutral,부동산가격,롯데家 서미경 '부동산 재벌'…공시가로 따져도 1천800억원대
2b9569e47587,neutral,고용동향,지난해 경남 근로자 전년대비 2.7% 증가… 50대 근로자만 늘어
7d98c6c0f96a,pessimistic,최저임금,"3년 전 3만5000명 신규 채용…올해는 ""대기업 10곳 중 7곳 미정"""
98c99bf8aa23,neutral,반도체_수출,"""中 반도체 장비 AS 하지마"" 네덜란드 정부, ASML 제동"
c4952b5a4159,alarmist,물가_인상,"주택 착공물량 ‘반토막’, 서울은 68%↓…경기둔화·금리인상 여파"
a0f9ee692e8b,neutral,고용동향,2019년 고용동향 및 향후 정책방향 관련 합동 브리핑
9a0d6d697c84,pessimistic,반도체_수출,1월 수출물량 작년동월 대비 2.9%↓…한달만에 하락 전환
30106fa3ec11,alarmist,경기침체,중국 경기침체에 각국 기업들 실적 악화… 글로벌 반도체 투자 10년만에 최대 감소
839899d60e3f,alarmist,경기침체,1월 생산-소비-투자 ‘트리플 감소’… “경기 침체 신호 뚜렷”
bb0107087e23,optimistic,경상수지,12월 경상수지 '최대'…32개월 연속 흑자
845bffbc3e43,neutral,부동산_대출,"금융위, 상호금융 PF·자본 규제 강화…리스크 관리 기준 상향"
581657623ef4,neutral,최저임금,"최저임금 3조 지원위해...현금지원사업, 예비타당성 조사서 제외"
ff1f4b6fda68,pessimistic,최저임금,"최저임금도 안주고 말없이 해고…""소규모 사업장 노동조건 심각"""
ca22b38e0a0b,neutral,기준금리,"파월 ""필요시 금리 더 올릴 것"""
e390fdb53916,alarmist,부동산가격,"LH 직원 투기 의혹, 부동산 정책 신뢰 뒤흔들 뇌관…방치하면 정권에 대형 악재"
cd14ec1d3336,neutral,부동산가격,"판세 뒤흔들 4가지 변수, ‘北·개헌·민생·단일화’"
f347d55dd07b,alarmist,물가_인상,"미 연준 의장 ""또 대폭 인상 가능""…고금리 유지 시사"
1f75a786fbe6,optimistic,수출입동향,울산 1월 수출액 소폭 증가…유럽 전기차 수출 호조
8e89373c45ea,neutral,경기침체,"美, 8월 고용지표 '애매'…금리 인상 재논란"
0cd1b5b1b10e,alarmist,가계부채,"빚투·영끌 열풍에 “가계부채 부실, 고용없는 경기회복 우려”"
07f197a6ff19,alarmist,최저임금,"""최저임금 올라서"" 해고 위기 내몰린 아파트 경비원들"
5eacf29e8194,neutral,물가_인상,유로존 물가상승률 2%···ECB 목표치 넘은 것 4년 만
23274ea74266,neutral,수출입동향,세종대왕 프랭클린 마오쩌둥…까다로운 내 심사 통과해야죠
306566757246,neutral,환율_달러,"원/달러 환율, 부총리 구두개입성 발언에 상승"
1dabb10d1f70,neutral,물가_인상,"경찰, 민생물가 교란 범죄 특별단속…집값 담합·매점매석 등 추적"
a042b3822b9a,alarmist,기준금리,5대銀 주담대 증가폭 역대 최대…'0%대 금리' 때보다 많은 영끌
4f0e79c96d0e,neutral,최저임금,소규모 사업장 2천500곳 최저임금 지급·임금체불 예방 점검
66528af52a1c,neutral,기준금리,요지부동 대출금리 내린다…인하폭은 '주저'
f1f0f461a995,pessimistic,고용동향,거리두기 강화에 7월 도소매·숙박음식업 취업자수 19.8만명 감소
22902e14746d,alarmist,국채_금리,"日 사무라이 랠리, 언제까지 지속되나? 1990년대 부동산에 이어 이번엔 증시버블 붕괴?"
f4fbaf575916,neutral,고용동향,(2) 아렌트 ‘인간의 조건’과 말과 행위를 잃어버린 노동
8a094e655d18,optimistic,경상수지,"한국, 반도체 없으면 어쩔뻔…작년 경상수지 1230억불 흑자 ‘사상최대’"
f743ed0515c9,neutral,가계부채,축사하는 최종구 금융위원장
74cd321fc650,defensive,고용동향,취업자수 6개월째 30만명대 증가…청년층 ‘고용절벽’은 여전
ce006b6c6d94,neutral,국채_금리,"한은, 기준금리 0.5%로 동결…코로나 재확산에 통화완화 유지(종합)"
d7ddfd51dc2f,alarmist,부동산가격,英 부동산 펀드런 우려··'제2 리먼 브러더스 사태'로 전염되나?
0b6bc7b8eef4,optimistic,경상수지,5월 경상수지 107억달러 '흑자'…역대 5월 중 '최대'
d2ee8abc645e,neutral,환율_달러,아베노믹스 종언…日 경제와 엔·달러 환율은
6f36dda0aa71,neutral,기준금리,"이재명 ""대부업 금리 24%→10% 인하해야"" 여당의원 176명에 편지"
7b2ae3573450,neutral,GDP_성장률,인도 1~3월 GDP성장률 7/9%
35e536654740,pessimistic,반도체_수출,"전경련 ""수출 주력업종 상반기 매출 소폭 늘었으나 하반기 감소"""
e6b4ef5f9493,optimistic,고용동향,"홍남기, 계절요인 뺀 수치로 “취업자 늘고 있다”"
70808115bf46,optimistic,경상수지,"경상수지 흑자, 2년8개월내 최대…반도체 덕"
caf5fc1a9bc6,defensive,경상수지,경상수지 49개월째 흑자 행진…수입 감소에 따른 불황형 흑자
27bb304bbb4e,neutral,부동산가격,서울 외곽으로 상승세 확산
0284eb4a6e38,optimistic,수출입동향,8월 수출 401억달러로 2.6%↑…19개월 마이너스 행진 마침표(종합3보)
4805c6636d91,pessimistic,국채_금리,"日 국채원리금 상환, 금리 상승에 3년 뒤 43조원 증가 예상"
6696a22a1ff3,alarmist,경기침체,미·이란 전쟁으로 이재명 정부 경제 첫 시험대…물류·에너지 비상에 ‘스태그플레이션’ 경고
4caae3afbfb4,neutral,부동산_대출,부동산 열기 사그라들었나…주택담보·개인집단대출 '주춤'
96e0dbb35313,alarmist,최저임금,"최저임금 인상→주 52시간→공휴일 유급휴가… 기업들 ""숨 좀 쉬게 해달라"" 비명"
599164eb26a3,alarmist,고용동향,"실업자 100만명시대, 문제는 청년실업이다"
8ef533190dea,optimistic,반도체_수출,"반도체, 對 중국 수출 비중 20년 새 13배 늘어"
a2bd76a8b520,alarmist,부동산_대출,임대업자 대출 84조...가계빚 '숨은 뇌관'
8e0d6b00169c,neutral,수출입동향,"관세청, 1~20일 수출입동향 발표…코로나19 변수는?"
71245b7bfae9,neutral,최저임금,"택시 기본요금 4,500원 현실화?"
4f0476884d85,neutral,고용동향,<그래픽> 고용동향 현황
9bc08131f1f9,alarmist,부동산_대출,서울·세종 등 부동산대출 죈다…가계대출 1천400조 부실 방지(종합2보)
4292a6125433,neutral,수출입동향,"산업부, 2019년 수출입 동향 발표…상황은?"
669ccbb25c10,neutral,부동산가격,마이클 잭슨 저택 '네버랜드' 다시 매물로…가격 70% 낮춰
17a8365ca64b,neutral,부동산가격,광주 토공 옛 사옥 가격 재산정…부동산업계 관심 집중
bbfdba595e42,neutral,기준금리,"파월, 높은 금리 수준 유지 시사…""당분간 제약적 정책"""
b6022c073540,alarmist,경기침체,"주가 '뚝', 환율 '쑥'…경기침체 신호탄 되나"
f698d733eccf,neutral,물가_인상,"서울우유, 흰 우유 3% 인상…1리터에 2천원대 후반 전망"
a27955c3fff8,comparative,반도체_수출,"""파운드리는 대만이 우세… 삼성, AI 반도체로 기습하라"""
956fdff8fb43,neutral,환율_달러,원·달러 환율 하락 마감…1122.8원(-5원)
be6065553c17,neutral,수출입동향,2019년 6월 수출입 동향 브리핑
3eb42d8b5399,neutral,GDP_성장률,중국 경제성장률 목표 “5% 안팎”…지난해와 동일
883cf7cb69b4,alarmist,경기침체,추석 코앞인데···체불임금 1兆 육박
bfdc124ac0da,optimistic,수출입동향,3년 만에 수출입 1조 달러 돌파 예상…하반기 경기회복세 지속
32aa7c740814,neutral,환율_달러,"원·달러 환율 5,2원 내린 1107.0원(개장)"
12cb2c43e250,alarmist,부동산_대출,"""우리 땅에서 중국인 집주인에 월세 내는 끔찍한 일이…"""
31553fb66966,optimistic,GDP_성장률,필리핀 경제 `두테르테 파워`…2분기 GDP 7% 깜짝 성장
d5482f001e1c,neutral,반도체_수출,"中 수출 금지 통보에 엔비디아 ""중국 생산은 허용할 것"""
9ffd32f6beee,neutral,국채_금리,미 국채 2년물 금리 역대 최저...연 0.1388%
61f18a418ab3,optimistic,물가_인상,"뉴욕 증시, 금리 인상 지연 전망에 강세…다우 0.07%↑"
1e3d18d1fb40,alarmist,소비자물가,소비자물가 사상 첫 '마이너스'…디플레 고개드나
c455ef4199d6,neutral,소비자물가,"中, 올해 경제성장률 '6.5%' 제시···""안정과 성장 잡겠다"""
ee5f7c7ff2ed,pessimistic,부동산가격,우한 폐렴에 부동산 시장 '콜록'…서울 아파트 가격 떨어질까
b49f32958e2c,alarmist,수출입동향,"5대 금융, 이란 사태 비상대응체계…기업 금융지원(종합2보)"
1235bbbb0a75,alarmist,국채_금리,같이 치솟는 韓美 국채금리 `심리적 마지노선` 3% 임박
1db5300de434,alarmist,물가_인상,"""물가 여전히 불안…美보다 빨리 움직이면 환율 리스크 커"""
d96c2604ecc8,neutral,기준금리,"트럼프 ""관세 문제없어""…""연준 금리때문"""
c2c773f804b1,neutral,가계부채,14개월째 꿈쩍 않는 기준금리…'北 리스크·가계부채' 부담
90b5676b1812,neutral,경기침체,경기침체 피할까…당정대에 둘러싸인 한은 '시험대'
06261b034fa1,optimistic,경상수지,10월 경상수지 흑자 87.2억달러…56개월째 흑자 지속(종합)
9b34923ac105,optimistic,GDP_성장률,"한은, 올해 성장률 1.9~2.0%로 상향 유력"
98f3fccf8ff3,alarmist,기준금리,가계빚·집값 '들썩'…그래도 금리 동결?
eac27dfe9f78,alarmist,국채_금리,국채금리 발작·시아-수니 전면전·트럼프 호르무즈·모건스탠리 경고
578e000a1126,optimistic,기준금리,적금금리 5% 시대…은행주 배당수익률 넘는다
7f016c13762a,neutral,GDP_성장률,"태국, 경제성장률 3% 달성 위해 12조 3천억원 투입키로"
99db46bf4c50,alarmist,국채_금리,"트럼프, 加·멕시코 25%,中20%관세 발효…中·加도 즉각보복"
c70cd7922e2e,alarmist,국채_금리,美국채 10년물·2년물 금리 또 역전…뉴욕증시 급락
ca1fddd85879,alarmist,소비자물가,수입물가 25개월만에 최고…소비자물가 상승예고
daa62f3301b7,pessimistic,환율_달러,원/달러 환율 6.3원 상승 마감…北미사일 영향
a9a3faa29875,alarmist,고용동향,"홍남기 ""신종코로나 영향…고용 불확실성 확대 가능성"""
4e93fa1a5a43,alarmist,소비자물가,국내 물가 급등세에 기름? 진정제?
d2037ccf9eea,alarmist,국채_금리,"여야정 '추경 갈등'…홍남기 ""국채시장 감당 우려"""
1c0126d81224,optimistic,수출입동향,아이스크림 전문점도 가세 ··· ‘핫’ 한 커피시장
c4b2b0129c43,optimistic,반도체_수출,한-필리핀 정상회담 계기 K-소비재 1천600만 달러 수출계약
674f991e1842,neutral,소비자물가,"G20 5일 폐막…중국, 추가부양책 내놓을까"
c833fecfa758,neutral,부동산가격,"“베트남 부동산 투자 선별, 가격 오르는 아파트 따로 있다”"
0bde08ed8801,neutral,환율_달러,"원/달러 환율 5.9원 오른 1,121.5원 출발"
85e854055691,neutral,GDP_성장률,경제성장률 목표치 3.0% 올리면서 전력수요 예측땐 2.5% 성장 적용
ce87d8048b20,neutral,기준금리,"한은, 기준금리 1.25%로 동결…""코로나19 좀더 지켜보자""(종합)"
a4c184bf8927,defensive,반도체_수출,"日, 불화수소 첫 수출허가…정부 ""일희일비 안 해"""
46dd8061edda,neutral,수출입동향,6월 수출입 동향 브리핑하는 나승식 무역투자실장
f64d7f6f50b0,neutral,가계부채,"이주열, 한은 총재 40년 만에 연임…과제는?"
196d03b8c6d6,optimistic,수출입동향,부산지역 수출 1년여 만에 증가세 전환
d79082f916f8,alarmist,물가_인상,담배 한 갑에 1만원 될라…물가 연동해 가격 인상?
632d4b9cfaf6,optimistic,GDP_성장률,미국 경제 '고용 서프라이즈'…1주일 만에 GDP 쇼크 털었다
98a2050ca2ff,neutral,기준금리,"신영증권 ""9월 금리인하, 성장주보다 가치·고배당주 우위"""
ce8f094b6c43,neutral,최저임금,최저임금 제도개선 촉구하는 자영업자들
975589bcbec5,alarmist,부동산가격,'부동산 광풍'에 제주 토지·주택가격 급등…도민엔 '세금 폭탄'
679f487f9269,alarmist,수출입동향,미·이란 충돌 불똥…중소기업 2600곳 '직격탄' 우려
4d2df52178cd,neutral,물가_인상,물가냐 경기냐…매와 비둘기의 전쟁
3f71262c6e90,alarmist,가계부채,"가계부채 1천388조원, 사상최대…2분기도 29조원 급증"
bbc6848ad6e7,neutral,환율_달러,"원·달러환율, 4원90전 내린 1,117원20전 마감"
1f2a46848096,defensive,수출입동향,"대북제제에도 “北, 대(對) 중국 자원 수출 11%↑”"
538066e17260,neutral,최저임금,"고용부, 최저임금 제도 개선 연구용역 발주"
d4bfbec1bcb1,neutral,기준금리,"파월, 2% 물가 목표·중립금리 유지…""추가 인상, 데이터에 달렸다"""
186414d8d630,neutral,소비자물가,"美 6월 소비자물가지수, 전월대비 0.2% 상승"
97fd16443984,optimistic,수출입동향,"ICT 수출, 6개월 연속 월간 최대 실적 경신...7월 20.9% 증가"
d187f57b5c25,neutral,GDP_성장률,"한은, 올해 성장률 3.0%·소비자물가 상승률 1.7% 전망(종합)"
b135d19b4b25,optimistic,경상수지,日 10월 경상수지 13조 원 흑자…52개월 연속
6790e3783c60,optimistic,경상수지,1월 경상흑자 133억 달러…반도체 등 수출 호조에 역대 5위
bb399fb3262b,pessimistic,경상수지,"6월 경상수지, 63억 8000만달러 '불황형 흑자'"
9fd514e534a9,optimistic,국채_금리,"국고채 금리, 美국채 금리하락에 일제히 내려(종합)"
9181b927d3b7,optimistic,환율_달러,"증시 호조에 원달러 환율 1,070원대 하락"
98c30ba1b118,alarmist,소비자물가,"8월 소비자물가 사상 첫 0.0%…""물가지수로는 마이너스""(종합)"
c935cb1bc939,alarmist,수출입동향,"인플레 전조? 농축수산물은 10년, 월세 6년 만에 최대 상승"
234e6795f490,defensive,경상수지,경상수지 흑자 역대 최대인데… 해외 투자도 급증해 환율 상승
bf770f5dbead,alarmist,고용동향,매서운 고용한파…'4년제 대졸청년 10명 중 4명 논다'
e14e9c83cda3,neutral,부동산_대출,"규제지역 10억짜리 집 소유자, 생활안정 대출 최대 5억 가능"
a0a142ff7b75,pessimistic,GDP_성장률,"“영국, 브렉시트 탓에 벌써 GDP 2% 까먹었다”"
100d0f2c1016,pessimistic,최저임금,최저임금 인상 영향? 알바하는 中企 직장인 크게 늘었다
ed610ef2d320,pessimistic,수출입동향,울산 5월 수출입 동반 감소…불황형 흑자 유지
7ce4c59b2b17,pessimistic,GDP_성장률,"기재차관 ""올해 성장률 하락해 국가채무비율 오를수도"""
15ae3ad2394e,neutral,고용동향,임금근로 일자리 36만개↑ 고용동향과 차이 큰 까닭은?
fb5a41a69a84,pessimistic,최저임금,사드·최저임금·파업…삼중고 겪는 車 협력업체들
e237f0cc2c71,pessimistic,소비자물가,소비자 물가 상승률 1% 밑돌아…체감·실제 물가 괴리 1년 만에 최대
69b3e75edf82,neutral,고용동향,4월 고용동향 관련 관계장관회의 주재하는 홍남기 부총리
a87583873bab,neutral,환율_달러,위안화 강세에 원/달러 환율 하락
ceea68ed0ac1,alarmist,환율_달러,"엔화 104엔대 급등, 환율 변동성 확대되나"
12225b584175,neutral,수출입동향,"외화유동성 여건 점검한 정부 ""일본계 자금 특이 동향 없어"""
604fb129a794,defensive,경기침체,"데이비드 루벤스타인 ""최근 조정 일반적인 수준…경기침체 없을 것"""
fe14ed757d02,neutral,소비자물가,"통계청, 지난달 소비자물가 0.6%↑…넉달 연속 0%대 상승률"
40cd7e3da20c,optimistic,소비자물가,소비자물가 상승률 안정세로
43f0b9589996,neutral,국채_금리,"""10년물 국채금리 연말 2% 수준까지 오를 것"""
9ce383e7b55a,alarmist,경기침체,"반도체, 너마저…경기 침체 우려 커진다"
60c8db0826af,neutral,GDP_성장률,장기집권 서막 여는 習…'안정' 절실한 시기에 ‘불확실성’ 직면
03f463d5a469,alarmist,소비자물가,'시금치 한달새 50%' 폭염·휴가철 들썩…7월 소비자물가 1.5%↑(종합2보)
0a2cc8121e14,neutral,고용동향,"4차 재난지원금, 15조? 20조?…'슈퍼 추경' 놓고 줄다리기"
ffbcc279fadc,alarmist,경기침체,"실직자 귀농에 농촌 취업자 급증…""경기침체 전조일 수도"""
1597d1f5b2a6,comparative,가계부채,한경연 “韓 GDP 대비 정부부채 증가 속도 세계 3위”
9afed58d8ec9,alarmist,가계부채,부채 늘고 금리 오르고…가계 기업 부실위험 대출 급증
0169ee3c938b,neutral,부동산_대출,"윤증현 전 기획재정부 장관 ""고소득자·대기업만 증세하는 건 국민 편가르기"""
5652ffe174c0,alarmist,부동산_대출,8월 5대 은행 신용대출 4조 급증…사상 최대 증가
c17c4e16760d,optimistic,경상수지,"한은, 7월 경상수지 87억1000만달러 흑자…53개월 연속 흑자"
a9e6a2086fe8,neutral,환율_달러,"제조업 부흥 약속한 바이든, '弱달러' 선택할까"
1bda136de5d5,optimistic,최저임금,"홍종학 ""최저임금 인상 부작용 막는 '상생바람' 확산되고 있다"""
dda710c15ed3,optimistic,경기침체,"1∼8월 누적수출 역대 최고…""올해 사상 첫 6천억달러 전망""(종합)"
cb230d124d3f,neutral,기준금리,‘물가보다 경기 우려’ 태도 변화 한은…미국보다 먼저 금리인하?
a57398d75af6,neutral,경기침체,"""화재 참사로 침체된 제천 돕자"" 전국서 도움의 손길"
491d0eb04017,alarmist,가계부채,"규제망 우회했나…2금융권 기업대출 증가, 가계대출 5배"
8be88419db65,pessimistic,수출입동향,울산 6월 수출입 동반 감소…불황형 흑자 유지
8812fe535b20,pessimistic,GDP_성장률,"주호영 ""백신 조기확보 실패…韓성장률 전망 악화될 수도"""
f6f6731c48dc,optimistic,수출입동향,8월 수출 17.4%↑··· 8개월 연속 두자릿수 증가
489e647cee14,neutral,최저임금,"홍남기 ""최저임금·탄소중립 등 경제계 의견 경청, 반영 노력"""
998fc6d2ffa0,alarmist,경상수지,"7년 만의 경상수지 적자, 가볍게 보면 안 된다"
fab92db35c86,neutral,GDP_성장률,"중국, 오늘 양회 개막…화두는 ‘성장률·시진핑 장기집권·홍콩’"
9a084543e1f4,alarmist,기준금리,수출·내수 다 꺼진 한국경제…물가·금리 연초부터 비상등
198b171114a5,defensive,경기침체,"""美 장단기금리차 축소, 침체 예상 어려워"""
c81db953fc1a,neutral,기준금리,3~6개월짜리 단기 예·적금 추천…금리 年5~10% 특판상품 공략도
ddcb842a3d55,optimistic,가계부채,"증권가 ""한은 금리인하 '선택' 아닌 '필수'…4월 유력""(종합)"
c472a3109a84,neutral,최저임금,"박주민 ""이병태 임명 취소하라…참고 넘어갈 수 없어"""
230593c9292c,defensive,반도체_수출,수출 11개월째 줄었지만…석달 연속 무역수지 흑자
0110043fd876,optimistic,반도체_수출,‘반도체의 힘’…2월 무역수지 155억달러 흑자 '역대 최대'
